global_step,epoch,step_in_epoch,loss
227,1,227,4.158812035901518
228,1,228,4.158775911499747
229,1,229,4.158730824793939
230,1,230,4.158733492188226
231,1,231,4.158747586078935
232,1,232,4.158768705492911
233,1,233,4.158749761553943
234,1,234,4.158786004048722
235,1,235,4.1587424775837425
236,1,236,4.158765502041602
237,1,237,4.158758629702513
238,1,238,4.158747341872618
239,1,239,4.158772859781735
240,1,240,4.158762202257141
241,1,241,4.158726628893519
242,1,242,4.158754073316091
243,1,243,4.158705217965533
244,1,244,4.158741147393303
245,1,245,4.158753486113497
246,1,246,4.158739515040585
247,1,247,4.158717632046619
248,1,248,4.158778448889363
249,1,249,4.158732242821432
250,1,250,4.158765361882005
251,1,251,4.158750633784533
252,1,252,4.158742617396828
253,1,253,4.158713658994463
254,1,254,4.1587372160654414
255,1,255,4.158756006138664
256,1,256,4.158745351897792
257,1,257,4.1587488276811815
258,1,258,4.158758637679289
259,1,259,4.158757254021975
260,1,260,4.158763168772067
261,1,261,4.158735035509934
262,1,262,4.158749678613367
263,1,263,4.158727672222761
264,1,264,4.158754930163047
265,1,265,4.158737354220975
266,1,266,4.15867534274558
267,1,267,4.158694187681026
268,1,268,4.15871708849248
269,1,269,4.158733831412281
270,1,270,4.1587535170542935
271,1,271,4.158730066894656
272,1,272,4.158748474310631
273,1,273,4.158760322103696
274,1,274,4.158752311021793
275,1,275,4.158746916809666
276,1,276,4.158707361910281
277,1,277,4.158737904466843
278,1,278,4.158704812778275
279,1,279,4.158733079794143
280,1,280,4.158730724736879
281,1,281,4.15871248816714
282,1,282,4.1587418246323224
283,1,283,4.158673423712623
284,1,284,4.158673322455119
285,1,285,4.1586789766609105
286,1,286,4.158715422962729
287,1,287,4.158716554168182
288,1,288,4.158737606583216
289,1,289,4.158698700243831
290,1,290,4.158720168417933
291,1,291,4.158744487950459
292,1,292,4.158708147085235
293,1,293,4.158720684790519
294,1,294,4.158694415623886
295,1,295,4.15872352754659
296,1,296,4.158725345143405
297,1,297,4.1587257943679825
298,1,298,4.158743449171423
299,1,299,4.158699587978719
300,1,300,4.158675657263487
301,1,301,4.1586872760611335
302,1,302,4.158713568563605
303,1,303,4.15868707848357
304,1,304,4.158691230360709
305,1,305,4.15872708062462
306,1,306,4.15869258646951
307,1,307,4.158688764760164
308,1,308,4.158711335732317
309,1,309,4.158681482125184
310,1,310,4.158690629934093
311,1,311,4.158716326132477
312,1,312,4.158723032413972
313,1,313,4.158704678252592
314,1,314,4.158708824023279
315,1,315,4.158729472292569
316,1,316,4.158674660034227
317,1,317,4.158716453253593
318,1,318,4.158703567609949
319,1,319,4.158671451821963
320,1,320,4.158692068237936
321,1,321,4.15862565581182
322,1,322,4.158642529498282
323,1,323,4.158732185694527
324,1,324,4.158653969092672
325,1,325,4.1586981912628005
326,1,326,4.158664190713923
327,1,327,4.158700743138252
328,1,328,4.158673919280865
329,1,329,4.158730267418971
330,1,330,4.158669984733702
331,1,331,4.1586678161763615
332,1,332,4.158719467362136
333,1,333,4.158644722199453
334,1,334,4.15864651323853
335,1,335,4.158591445097594
336,1,336,4.158665764380853
337,1,337,4.158588849443479
338,1,338,4.158705585083284
339,1,339,4.158663287892569
340,1,340,4.15866440606686
341,1,341,4.158694566284199
342,1,342,4.158653980055702
343,1,343,4.158649805625201
344,1,344,4.158690951246386
345,1,345,4.15862355890118
346,1,346,4.158669326908195
347,1,347,4.158693685481669
348,1,348,4.15865356130695
349,1,349,4.158680616656752
350,1,350,4.158619779620766
351,1,351,4.158660415806013
352,1,352,4.158654606605581
353,1,353,4.1586693365902665
354,1,354,4.15862232806855
355,1,355,4.158662165259946
356,1,356,4.158595131357481
357,1,357,4.158665058219527
358,1,358,4.158640168301489
359,1,359,4.158630427268084
360,1,360,4.158669436256939
361,1,361,4.158605708685574
362,1,362,4.158610485301281
363,1,363,4.158647907647467
364,1,364,4.158613719897085
365,1,365,4.158639117105171
366,1,366,4.158620419221942
367,1,367,4.158616216743113
368,1,368,4.158617728725828
369,1,369,4.1586938600928205
370,1,370,4.158555592197737
371,1,371,4.158626952963669
372,1,372,4.158636824125675
373,1,373,4.1586000972681525
374,1,374,4.158594226422307
375,1,375,4.158636498142025
376,1,376,4.158592704876092
377,1,377,4.158592544477216
378,1,378,4.158565088564295
379,1,379,4.158630174641571
380,1,380,4.158575558020473
381,1,381,4.158602437966465
382,1,382,4.158583507976553
383,1,383,4.158613777231635
384,1,384,4.158612034260491
385,1,385,4.158592031151391
386,1,386,4.158545400480408
387,1,387,4.158612178061265
388,1,388,4.158545440070354
389,1,389,4.158609883241768
390,1,390,4.1585592237793385
391,1,391,4.158665529343212
392,1,392,4.158573042119094
393,1,393,4.158609292265371
394,1,394,4.158543043009967
395,1,395,4.158572699340965
396,1,396,4.158574773314395
397,1,397,4.158546708652483
398,1,398,4.158566422574509
399,1,399,4.158494997437025
400,1,400,4.158534125002616
401,1,401,4.158471420931943
402,1,402,4.1586000081511685
403,1,403,4.158570223013713
404,1,404,4.158555867290038
405,1,405,4.158494679762258
406,1,406,4.1585000191747135
407,1,407,4.158540927943928
408,1,408,4.1585361874572335
409,1,409,4.158559526276925
410,1,410,4.158527513535451
411,1,411,4.158535850512324
412,1,412,4.158465362140809
413,1,413,4.158482434766741
414,1,414,4.15861390369397
415,1,415,4.15856186325356
416,1,416,4.158581884424882
417,1,417,4.158573161472767
418,1,418,4.158500094846462
419,1,419,4.158556062854679
420,1,420,4.158579202715735
421,1,421,4.158563387442439
422,1,422,4.15855025420362
423,1,423,4.158519608342326
424,1,424,4.15849249769992
425,1,425,4.15846345287632
426,1,426,4.158488347328246
427,1,427,4.158543877665881
428,1,428,4.158439067230196
429,1,429,4.158477606707907
430,1,430,4.15843471379103
431,1,431,4.158573002899708
432,1,432,4.158450456179115
433,1,433,4.158555658879261
434,1,434,4.158360909822244
435,1,435,4.15845196848827
436,1,436,4.158437774367723
437,1,437,4.158462007499022
438,1,438,4.158417813268915
439,1,439,4.158489118443452
440,1,440,4.158484300378937
441,1,441,4.158482513951739
442,1,442,4.158519823052598
443,1,443,4.158589943992884
444,1,444,4.158375732648193
445,1,445,4.158427056346298
446,1,446,4.158513154830884
447,1,447,4.158571040314286
448,1,448,4.158445661045425
449,1,449,4.158473603867548
450,1,450,4.15847723126128
451,1,451,4.158364413397182
452,1,452,4.158390230783899
453,1,453,4.158432090986833
454,1,454,4.158450410246166
455,1,455,4.158373032924773
456,1,456,4.158444678100311
457,1,457,4.158254081709187
458,1,458,4.158414212566239
459,1,459,4.158469113662142
460,1,460,4.158413723485434
461,1,461,4.15842517392076
462,1,462,4.158322399390087
463,1,463,4.1584486369175675
464,1,464,4.158538129456012
465,1,465,4.158437347039667
466,1,466,4.158395235293664
467,1,467,4.1585915705863705
468,1,468,4.158391531898552
469,1,469,4.158451155245387
470,1,470,4.158416893288268
471,1,471,4.158351598211656
472,1,472,4.158233753672906
473,1,473,4.158328375737947
474,1,474,4.158385359618032
475,1,475,4.158539716494444
476,1,476,4.158247969721064
477,1,477,4.158388283625307
478,1,478,4.158549045689245
479,1,479,4.158487595394325
480,1,480,4.158401664767964
481,1,481,4.158344148521945
482,1,482,4.15829951954699
483,1,483,4.1584584468842145
484,1,484,4.158453573349723
485,1,485,4.158430873469496
486,1,486,4.158326742100677
487,1,487,4.1583392876731855
488,1,488,4.15834321163713
489,1,489,4.158223162905987
490,1,490,4.1584590947907225
491,1,491,4.158333925769359
492,1,492,4.158390032990971
493,1,493,4.158346556105974
494,1,494,4.158238017281344
495,1,495,4.158448995992364
496,1,496,4.158322023009517
497,1,497,4.158349548478959
498,1,498,4.158320004688903
499,1,499,4.158370426574873
500,1,500,4.1584043899116345
501,1,501,4.158180409473859
502,1,502,4.158420542759977
503,1,503,4.158208866603442
504,1,504,4.1583075229518345
505,1,505,4.158287232670149
506,1,506,4.158224539484984
507,1,507,4.158386790542089
508,1,508,4.158188996286603
509,1,509,4.158398626321924
510,1,510,4.158330511687813
511,1,511,4.158362764412161
512,1,512,4.158297144301759
513,1,513,4.158257442581169
514,1,514,4.158100555983508
515,1,515,4.158322443148761
516,1,516,4.158214328154019
517,1,517,4.15838159049649
518,1,518,4.158127505629496
519,1,519,4.158240824654692
520,1,520,4.158209702740506
521,1,521,4.15835690093931
522,1,522,4.158156862321089
523,1,523,4.158275132604506
524,1,524,4.158224180726766
525,1,525,4.158194757631524
526,1,526,4.158202866391679
527,1,527,4.158299735181057
528,1,528,4.1582211589960565
529,1,529,4.158167792070414
530,1,530,4.158276241671119
531,1,531,4.1582589070191815
532,1,532,4.1583273183243525
533,1,533,4.158271924500901
534,1,534,4.158114935669143
535,1,535,4.158116775321535
536,1,536,4.158228126117931
537,1,537,4.1582662432751825
538,1,538,4.158051864744645
539,1,539,4.158205850709809
540,1,540,4.158134097540607
541,1,541,4.15805218758232
542,1,542,4.158192497616541
543,1,543,4.158261085836209
544,1,544,4.158140695999201
545,1,545,4.1582130920501434
546,1,546,4.158121244984178
547,1,547,4.157898440937657
548,1,548,4.158082563494057
549,1,549,4.158125221273691
550,1,550,4.157908959406581
551,1,551,4.158159628842822
552,1,552,4.158098496525204
553,1,553,4.158076868704077
554,1,554,4.158088875569265
555,1,555,4.15801695023535
556,1,556,4.158192003601449
557,1,557,4.1581757356859566
558,1,558,4.158136577687828
559,1,559,4.157957404425021
560,1,560,4.157994314717829
561,1,561,4.158292387774608
562,1,562,4.15796464643406
563,1,563,4.158245010808276
564,1,564,4.158097783635258
565,1,565,4.158022854163846
566,1,566,4.157974597186138
567,1,567,4.158005406809574
568,1,568,4.158062501691823
569,1,569,4.157998999767698
570,1,570,4.158070464213399
571,1,571,4.157932617411534
572,1,572,4.157888047428379
573,1,573,4.1582353924826965
574,1,574,4.157920067521422
575,1,575,4.1580084580933825
576,1,576,4.157955105616512
577,1,577,4.157955668335543
578,1,578,4.1578223246908514
579,1,579,4.157885328353519
580,1,580,4.157833606186837
581,1,581,4.1581688103959635
582,1,582,4.158050399286629
583,1,583,4.157998647526078
584,1,584,4.157935866195557
585,1,585,4.157967192219308
586,1,586,4.157883669018826
587,1,587,4.158145197396373
588,1,588,4.15802036212545
589,1,589,4.157668421913417
590,1,590,4.157958484502979
591,1,591,4.157916405920753
592,1,592,4.157805507538404
593,1,593,4.157946879667607
594,1,594,4.158036612406711
595,1,595,4.158148211012222
596,1,596,4.157781019330716
597,1,597,4.157918387780529
598,1,598,4.157831845301496
599,1,599,4.157664100890747
600,1,600,4.158092859043263
601,1,601,4.158014331547508
602,1,602,4.157890176439622
603,1,603,4.158008874613417
604,1,604,4.157343570394109
605,1,605,4.157809451785284
606,1,606,4.157785767186458
607,1,607,4.157729664427295
608,1,608,4.158083400884223
609,1,609,4.157922521973989
610,1,610,4.157917431177378
611,1,611,4.157881777231014
612,1,612,4.157887426531209
613,1,613,4.157853623974772
614,1,614,4.157755905684567
615,1,615,4.157496853461419
616,1,616,4.157823677714252
617,1,617,4.157770302244963
618,1,618,4.157820771933757
619,1,619,4.157926706023032
620,1,620,4.157603858370821
621,1,621,4.157725894915149
622,1,622,4.157857948658785
623,1,623,4.157989756995104
624,1,624,4.158071402310123
625,1,625,4.157864807008417
626,1,626,4.157744978409862
627,1,627,4.157822355944125
628,1,628,4.157455086052927
629,1,629,4.157772913421937
630,1,630,4.157518314252464
631,1,631,4.157803668982539
632,1,632,4.157322266775046
633,1,633,4.157516506951708
634,1,634,4.157474804813646
635,1,635,4.157683194740656
636,1,636,4.157426074126627
637,1,637,4.15762353646614
638,1,638,4.157651374888735
639,1,639,4.157569254299548
640,1,640,4.1575134019003315
641,1,641,4.157750266934809
642,1,642,4.15738230849657
643,1,643,4.1576564570016865
644,1,644,4.157612223355216
645,1,645,4.1574537719643745
646,1,646,4.15741193301686
647,1,647,4.157611419394856
648,1,648,4.157480962642117
649,1,649,4.157249382439064
650,1,650,4.157108771719114
651,1,651,4.157564902168947
652,1,652,4.157661409600335
653,1,653,4.157620962924037
654,1,654,4.157514824567814
655,1,655,4.157545590924
656,1,656,4.157422620743869
657,1,657,4.157281356180965
658,1,658,4.157746901655446
659,1,659,4.157037053352128
660,1,660,4.15746566414089
661,1,661,4.157196892010715
662,1,662,4.157165039969059
663,1,663,4.1572312274817484
664,1,664,4.157294328501157
665,1,665,4.157559594388336
666,1,666,4.1575635836868265
667,1,667,4.157599406730356
668,1,668,4.15749907605958
669,1,669,4.157543415179187
670,1,670,4.157489838517958
671,1,671,4.157466585552736
672,1,672,4.157410864425769
673,1,673,4.157237332756606
674,1,674,4.1573128021725205
675,1,675,4.157144336435474
676,1,676,4.157547108654937
677,1,677,4.157212504794858
678,1,678,4.156960391953827
679,1,679,4.157169245789741
680,1,680,4.157238988003256
681,1,681,4.157548830695557
682,1,682,4.15716109809264
683,1,683,4.15762590571059
684,1,684,4.156927616150206
685,1,685,4.15703716994779
686,1,686,4.15711554747303
687,1,687,4.1569098151431385
688,1,688,4.15789650052599
689,1,689,4.1570089621903445
690,1,690,4.157101769064078
691,1,691,4.157020041546857
692,1,692,4.156953734007015
693,1,693,4.156514380086786
694,1,694,4.156934037557992
695,1,695,4.156591667056443
696,1,696,4.157065433093255
697,1,697,4.156763121642397
698,1,698,4.1570424927233365
699,1,699,4.1570727720541125
700,1,700,4.156775682670965
701,1,701,4.156899247501208
702,1,702,4.156968668461041
703,1,703,4.1568388172768005
704,1,704,4.156335636854616
705,1,705,4.157054257790417
706,1,706,4.156015997925207
707,1,707,4.156951036033179
708,1,708,4.156985205512251
709,1,709,4.156925048979085
710,1,710,4.156775544393423
711,1,711,4.156951821446681
712,1,712,4.156558989560548
713,1,713,4.156891919931855
714,1,714,4.1565822505109855
715,1,715,4.157104820248903
716,1,716,4.157306906352055
717,1,717,4.156906965540346
718,1,718,4.156782861417144
719,1,719,4.157357162971723
720,1,720,4.156937307869445
721,1,721,4.156638454683006
722,1,722,4.156657087220354
723,1,723,4.156047739185758
724,1,724,4.156692680851055
725,1,725,4.1570268552034015
726,1,726,4.15643551582665
727,1,727,4.15636194110828
728,1,728,4.156520604402213
729,1,729,4.15623994181368
730,1,730,4.156821206733868
731,1,731,4.156360035895913
732,1,732,4.156371341560162
733,1,733,4.156338327536861
734,1,734,4.156448035474353
735,1,735,4.156448447112886
736,1,736,4.156573879163244
737,1,737,4.156083789458727
738,1,738,4.156301905269171
739,1,739,4.156748652483342
740,1,740,4.156770278175255
741,1,741,4.15712389849617
742,1,742,4.156392292893808
743,1,743,4.15627041327571
744,1,744,4.15667016653221
745,1,745,4.156274755146141
746,1,746,4.156342014232834
747,1,747,4.156154870156856
748,1,748,4.156236231932679
749,1,749,4.156186548339856
750,1,750,4.156504244235137
751,1,751,4.1560584955796696
752,1,752,4.156400473366064
753,1,753,4.156807659072715
754,1,754,4.157018635404823
755,1,755,4.156144393146352
756,1,756,4.156174651712135
757,1,757,4.156365061125187
758,1,758,4.155938487803694
759,1,759,4.156718324159522
760,1,760,4.15636700788444
761,1,761,4.156263160692026
762,1,762,4.156026341650776
763,1,763,4.1560941462052305
764,1,764,4.155439250768717
765,1,765,4.156363335034896
766,1,766,4.156179571879622
767,1,767,4.1566023994389925
768,1,768,4.155128829594883
769,1,769,4.156338617908634
770,1,770,4.156545730164077
771,1,771,4.155059416581759
772,1,772,4.155488365193208
773,1,773,4.155902495544591
774,1,774,4.155659259995842
775,1,775,4.155641519666323
776,1,776,4.1562130753808
777,1,777,4.155842465403515
778,1,778,4.1568243403302
779,1,779,4.156310039298662
780,1,780,4.155688071288571
781,1,781,4.155902313746183
782,1,782,4.155468477847668
783,1,783,4.155994870153767
784,1,784,4.155809906483213
785,1,785,4.155575558043832
786,1,786,4.156788623978612
787,1,787,4.1556675343483915
788,1,788,4.155590789827084
789,1,789,4.155360143659407
790,1,790,4.155113611492804
791,1,791,4.155332438697286
792,1,792,4.1543851531087865
793,1,793,4.155437292887007
794,1,794,4.155665688698036
795,1,795,4.155331567598835
796,1,796,4.155747309144689
797,1,797,4.155972294785335
798,1,798,4.1553625858603676
799,1,799,4.156096972357096
800,1,800,4.156422248055519
801,1,801,4.1549989458272
802,1,802,4.1558103869028855
803,1,803,4.154966380638813
804,1,804,4.155512853670633
805,1,805,4.155270944728681
806,1,806,4.155094327513605
807,1,807,4.155446037373686
808,1,808,4.155571432125759
809,1,809,4.154300657941084
810,1,810,4.155565080766352
811,1,811,4.154368421903792
812,1,812,4.154896993206401
813,1,813,4.15534857796283
814,1,814,4.15528401742227
815,1,815,4.154028094693528
816,1,816,4.155339841956337
817,1,817,4.155571936997788
818,1,818,4.155724278159886
819,1,819,4.155366275992491
820,1,820,4.155242723166612
821,1,821,4.155269604856562
822,1,822,4.1544998337073356
823,1,823,4.153851640830326
824,1,824,4.155264021717205
825,1,825,4.15472097370518
826,1,826,4.154577662758048
827,1,827,4.154958052907574
828,1,828,4.154615154692362
829,1,829,4.1545232030318875
830,1,830,4.155496239419431
831,1,831,4.154126652960912
832,1,832,4.155580492912181
833,1,833,4.155172794813094
834,1,834,4.154527166795463
835,1,835,4.154736292663891
836,1,836,4.154726322804349
837,1,837,4.154753602799534
838,1,838,4.153412829835515
839,1,839,4.155117977405618
840,1,840,4.154375120767442
841,1,841,4.1531907854905885
842,1,842,4.154595316035574
843,1,843,4.15496255342887
844,1,844,4.154603033613585
845,1,845,4.153942836805108
846,1,846,4.153339612789075
847,1,847,4.153735297076797
848,1,848,4.154936463203738
849,1,849,4.1547679785405105
850,1,850,4.1553866977317435
851,1,851,4.153682260616126
852,1,852,4.154115129099667
853,1,853,4.153672933406152
854,1,854,4.154130269432822
855,1,855,4.154633533348631
856,1,856,4.153364167903824
857,1,857,4.153639137298469
858,1,858,4.1543273048894065
859,1,859,4.1540713219973595
860,1,860,4.1535055522373066
861,1,861,4.153969556949506
862,1,862,4.153004927069915
863,1,863,4.152754546956164
864,1,864,4.153066959346475
865,1,865,4.153575608436599
866,1,866,4.153796541427778
867,1,867,4.153372231649673
868,1,868,4.153674900268127
869,1,869,4.153246743173827
870,1,870,4.15314201241986
871,1,871,4.1533028508592995
872,1,872,4.154724531799765
873,1,873,4.152201892484742
874,1,874,4.1545793368221275
875,1,875,4.154113569637918
876,1,876,4.152429656574003
877,1,877,4.152878569497705
878,1,878,4.153658826115773
879,1,879,4.152402453426017
880,1,880,4.151642023600736
881,1,881,4.152445747446878
882,1,882,4.153350194090905
883,1,883,4.152142549530749
884,1,884,4.152872278074357
885,1,885,4.151893183331328
886,1,886,4.152586697693518
887,1,887,4.152196582950222
888,1,888,4.15441136273468
889,1,889,4.1522001450065815
890,1,890,4.154235508291284
891,1,891,4.152519186229141
892,1,892,4.151230432922473
893,1,893,4.152572412121216
894,1,894,4.1523000317626675
895,1,895,4.151109402299717
896,1,896,4.15290837171327
897,1,897,4.152811002591446
898,1,898,4.151151630249453
899,1,899,4.151332488810485
900,1,900,4.150925807182464
901,1,901,4.151108928251884
902,1,902,4.150505057056359
903,1,903,4.1516539768003256
904,1,904,4.151851079268087
905,1,905,4.152461411972263
906,1,906,4.152422488088597
907,1,907,4.150536518066295
908,1,908,4.152792961179829
909,1,909,4.151646379362969
910,1,910,4.150448743205177
911,1,911,4.152705996747231
912,1,912,4.152798857457803
913,1,913,4.151700722659656
914,1,914,4.152036681063505
915,1,915,4.1506755155538535
916,1,916,4.150260855403281
917,1,917,4.150364697123374
918,1,918,4.151949608400278
919,1,919,4.152282458431747
920,1,920,4.152665742748899
921,1,921,4.150693431976245
922,1,922,4.151300994761627
923,1,923,4.1507084153417395
924,1,924,4.15142843175188
925,1,925,4.1513245314892515
926,1,926,4.152253151057751
927,1,927,4.149564102189951
928,1,928,4.150212485837075
929,1,929,4.14977560506265
930,1,930,4.150541120436864
931,1,931,4.151481758240489
932,1,932,4.152314865057409
933,1,933,4.153001800507117
934,1,934,4.150685087684717
935,1,935,4.150211212441499
936,1,936,4.149619197774138
937,1,937,4.151404876680552
938,1,938,4.150477265234246
939,1,939,4.150798879436051
940,1,940,4.15181402439983
941,1,941,4.148107890490129
942,1,942,4.14993562394299
943,1,943,4.150253766945196
944,1,944,4.147193255650432
945,1,945,4.152063969468504
946,1,946,4.150537980069147
947,1,947,4.148979491292855
948,1,948,4.149755709664161
949,1,949,4.150086610919619
950,1,950,4.150723649440251
951,1,951,4.151316064978847
952,1,952,4.151232542540456
953,1,953,4.150054843065277
954,1,954,4.150527268606489
955,1,955,4.150165884295319
956,1,956,4.1478423655191285
957,1,957,4.150557392200522
958,1,958,4.149470689766597
959,1,959,4.149456793707879
960,1,960,4.147194414982819
961,1,961,4.149141472027198
962,1,962,4.148423707154489
963,1,963,4.150906527138205
964,1,964,4.148795621294108
965,1,965,4.1491234866090245
966,1,966,4.148435780081209
967,1,967,4.148618473782587
968,1,968,4.147747908327531
969,1,969,4.147386238993088
970,1,970,4.151608557515072
971,1,971,4.149344577939521
972,1,972,4.149993183754219
973,1,973,4.150405288057608
974,1,974,4.149900358545761
975,1,975,4.1494615866986955
976,1,976,4.146001927420739
977,1,977,4.150193014589032
978,1,978,4.148341345499475
979,1,979,4.149581660111268
980,1,980,4.148718602747477
981,1,981,4.147446852726523
982,1,982,4.14891591644491
983,1,983,4.148600735570075
984,1,984,4.1461777122605
985,1,985,4.152581919409311
986,1,986,4.148819887829633
987,1,987,4.147064682274456
988,1,988,4.147036772972821
989,1,989,4.146704093527589
990,1,990,4.146161937623216
